panel,candidate_label,opponent_label,seed,seat,candidate_reward,opponent_reward,margin
Selected public histories,V224C,raw_e107154765,642514807,1,181274.0,99648.0,81626.0
Selected public histories,V224C,raw_e107155752,1996928937,0,78963.0,72037.0,6926.0
Selected public histories,V224C,raw_e107155752,1996928937,1,78963.0,72037.0,6926.0
Selected public histories,V224C,raw_e107155773,205827863,0,95545.0,95343.0,202.0
Selected public histories,V224C,raw_e107155773,205827863,1,95545.0,95343.0,202.0
Selected public histories,V224C,raw_e107157671,551037914,0,129297.0,113302.0,15995.0
Selected public histories,V224C,raw_e107157671,551037914,1,104229.0,92108.0,12121.0
Selected public histories,V224C,raw_e107157695,2120446187,0,95495.0,89018.0,6477.0
Selected public histories,V224C,raw_e107157695,2120446187,1,95495.0,89018.0,6477.0
Selected public histories,V224C,raw_e107157731,720306786,0,98899.0,91201.0,7698.0
Selected public histories,V224C,raw_e107157731,720306786,1,98899.0,91201.0,7698.0
Selected public histories,V224C,raw_e107159632,1524420450,0,85511.0,71994.0,13517.0
Selected public histories,V224C,raw_e107159632,1524420450,1,86122.0,70588.0,15534.0
Selected public histories,V224C,raw_e107160698,1046529896,0,86135.0,87037.0,-902.0
Selected public histories,V224C,raw_e107160698,1046529896,1,86135.0,87037.0,-902.0
Selected public histories,V224C,raw_e107160938,906113553,0,113929.0,113816.0,113.0
Selected public histories,V224C,raw_e107160938,906113553,1,113929.0,113816.0,113.0
Selected public histories,V224C,raw_e107161636,477635443,0,88942.0,81492.0,7450.0
Selected public histories,V224C,raw_e107161636,477635443,1,88942.0,81492.0,7450.0
Selected public histories,V224C,raw_e107161670,1457951556,0,95728.0,93529.0,2199.0
Selected public histories,V224C,raw_e107161670,1457951556,1,95728.0,93529.0,2199.0
Selected public histories,V224C,raw_e107162440,480421407,0,147642.0,146812.0,830.0
Selected public histories,V224C,raw_e107162440,480421407,1,147642.0,146812.0,830.0
Selected public histories,V224C,raw_e107162625,1280967893,0,102999.0,100282.0,2717.0
Selected public histories,V224C,raw_e107162625,1280967893,1,102999.0,100282.0,2717.0
Selected public histories,V224C,raw_e107162640,996265899,0,89080.0,81599.0,7481.0
Selected public histories,V224C,raw_e107162640,996265899,1,89080.0,81599.0,7481.0
Selected public histories,V224C,raw_e107164679,2143443210,0,61880.0,61086.0,794.0
Selected public histories,V224C,raw_e107164679,2143443210,1,61880.0,61086.0,794.0
Selected public histories,V224C,raw_e107165549,1541136086,0,87850.0,78414.0,9436.0
Selected public histories,V224C,raw_e107165549,1541136086,1,87850.0,78414.0,9436.0
Selected public histories,V224C,raw_e107167500,8438531,0,87138.0,83793.0,3345.0
Selected public histories,V224C,raw_e107167500,8438531,1,87138.0,83793.0,3345.0
Selected public histories,V224C,raw_e107167524,550343900,0,92475.0,88518.0,3957.0
Selected public histories,V224C,raw_e107167524,550343900,1,92475.0,88518.0,3957.0
Selected public histories,V224C,raw_e107167744,546540431,0,76963.0,72403.0,4560.0
Selected public histories,V224C,raw_e107167744,546540431,1,76963.0,72403.0,4560.0
Selected public histories,V224C,raw_e107169430,440259693,0,56531.0,49340.0,7191.0
Selected public histories,V224C,raw_e107169430,440259693,1,56531.0,49340.0,7191.0
Selected public histories,V224C,raw_e107169583,560651897,0,125502.0,102180.0,23322.0
Selected public histories,V224C,raw_e107169583,560651897,1,125502.0,102180.0,23322.0
Selected public histories,V224C,raw_e107170415,1208779697,0,82714.0,79043.0,3671.0
Selected public histories,V224C,raw_e107170415,1208779697,1,82714.0,79043.0,3671.0
Selected public histories,V224C,raw_e107171344,1229691992,0,106107.0,101958.0,4149.0
Selected public histories,V224C,raw_e107171344,1229691992,1,106107.0,101958.0,4149.0
Selected public histories,V224C,raw_e107171416,1610574719,0,55819.0,50371.0,5448.0
Selected public histories,V224C,raw_e107171416,1610574719,1,53194.0,48779.0,4415.0
Selected public histories,V224C,raw_e107173444,218924973,0,120873.0,117380.0,3493.0
Selected public histories,V224C,raw_e107173444,218924973,1,120873.0,117380.0,3493.0
Selected public histories,V224C,raw_e107174328,1136614429,0,117132.0,111773.0,5359.0
Selected public histories,V224C,raw_e107174328,1136614429,1,117132.0,111773.0,5359.0
Selected public histories,V224C,raw_e107175293,425716973,0,114010.0,112445.0,1565.0
Selected public histories,V224C,raw_e107175293,425716973,1,114010.0,112445.0,1565.0
Selected public histories,V224C,raw_e107175336,706884954,0,130674.0,119841.0,10833.0
Selected public histories,V224C,raw_e107175336,706884954,1,130674.0,119841.0,10833.0
Selected public histories,V224C,raw_e107176310,1944334184,0,79017.0,70944.0,8073.0
Selected public histories,V224C,raw_e107176310,1944334184,1,79017.0,70944.0,8073.0
Selected public histories,V224C,raw_e107177239,1685686206,0,87317.0,83391.0,3926.0
Selected public histories,V224C,raw_e107177239,1685686206,1,87317.0,83391.0,3926.0
Selected public histories,V224C,raw_e107177263,2029754698,0,136190.0,133441.0,2749.0
Selected public histories,V224C,raw_e107177263,2029754698,1,136190.0,133441.0,2749.0
Selected public histories,V224C,raw_e107178199,1197955307,0,89634.0,73757.0,15877.0
Selected public histories,V224C,raw_e107178199,1197955307,1,89634.0,73757.0,15877.0
Selected public histories,V224C,raw_e107178239,1419831091,0,65074.0,68619.0,-3545.0
Selected public histories,V224C,raw_e107178239,1419831091,1,65074.0,68619.0,-3545.0
Selected public histories,V224C,raw_e107179158,1590465173,0,88275.0,88500.0,-225.0
Selected public histories,V224C,raw_e107179158,1590465173,1,88275.0,88500.0,-225.0
Selected public histories,V224C,raw_e107179201,1969812780,0,84283.0,81388.0,2895.0
Selected public histories,V224C,raw_e107179201,1969812780,1,84283.0,81388.0,2895.0
Selected public histories,V224C,raw_e107180134,2002392718,0,112144.0,109424.0,2720.0
Selected public histories,V224C,raw_e107180134,2002392718,1,112144.0,109424.0,2720.0
Selected public histories,V224C,raw_e107181333,764892126,0,82964.0,57290.0,25674.0
Selected public histories,V224C,raw_e107181333,764892126,1,82964.0,57290.0,25674.0
Selected public histories,V224C,raw_e107181996,68660242,0,115699.0,111603.0,4096.0
Selected public histories,V224C,raw_e107181996,68660242,1,115699.0,111603.0,4096.0
Selected public histories,V224C,raw_e107182071,338930176,0,95169.0,91835.0,3334.0
Selected public histories,V224C,raw_e107182071,338930176,1,95169.0,91835.0,3334.0
Selected public histories,V224C,raw_e107182131,1195544695,0,120390.0,115070.0,5320.0
Selected public histories,V224C,raw_e107182131,1195544695,1,120390.0,115070.0,5320.0
Selected public histories,V224C,raw_e107183046,1150683068,0,67188.0,70604.0,-3416.0
Selected public histories,V224C,raw_e107183046,1150683068,1,67188.0,70604.0,-3416.0
Selected public histories,V224C,raw_e107184002,1777200501,0,126684.0,119706.0,6978.0
Selected public histories,V224C,raw_e107184002,1777200501,1,126684.0,119706.0,6978.0
Selected public histories,V224C,raw_e107184064,1949029162,0,72326.0,65937.0,6389.0
Selected public histories,V224C,raw_e107184064,1949029162,1,72326.0,65937.0,6389.0
Selected public histories,V224C,raw_e107184586,1403906361,0,96513.0,94195.0,2318.0
Selected public histories,V224C,raw_e107184586,1403906361,1,96513.0,94195.0,2318.0
Selected public histories,V224C,raw_e107184992,850033956,0,72229.0,69697.0,2532.0
Selected public histories,V224C,raw_e107184992,850033956,1,72229.0,69697.0,2532.0
Selected public histories,V224C,raw_e107185019,1361955418,0,112701.0,108815.0,3886.0
Selected public histories,V224C,raw_e107185019,1361955418,1,112701.0,108815.0,3886.0
Selected public histories,V224C,raw_e107185938,1260587856,0,81606.0,77529.0,4077.0
Selected public histories,V224C,raw_e107185938,1260587856,1,81606.0,77529.0,4077.0
Selected public histories,V224C,raw_e107186008,1617295790,0,108692.0,102497.0,6195.0
Selected public histories,V224C,raw_e107186008,1617295790,1,108692.0,102497.0,6195.0
Selected public histories,V224C,raw_e107187853,1833990377,0,76640.0,83100.0,-6460.0
Selected public histories,V224C,raw_e107187853,1833990377,1,76640.0,83100.0,-6460.0
Selected public histories,V224C,raw_e107187934,1987581271,0,99259.0,99602.0,-343.0
Selected public histories,V224C,raw_e107187934,1987581271,1,99259.0,99602.0,-343.0
Selected public histories,V224C,raw_e107188161,1730588558,0,95306.0,98405.0,-3099.0
Selected public histories,V224C,raw_e107188161,1730588558,1,95306.0,98405.0,-3099.0
Selected public histories,V224C,raw_e107188834,296613429,0,64825.0,55452.0,9373.0
Selected public histories,V224C,raw_e107188834,296613429,1,64825.0,55452.0,9373.0
Selected public histories,V224C,raw_e107189790,314403306,0,125106.0,123691.0,1415.0
Selected public histories,V224C,raw_e107189790,314403306,1,125106.0,123691.0,1415.0
Selected public histories,V224C,raw_e107190518,1833953371,0,113972.0,105028.0,8944.0
Selected public histories,V224C,raw_e107190518,1833953371,1,113972.0,105028.0,8944.0
Selected public histories,V224C,raw_e107190763,405219515,0,104876.0,98392.0,6484.0
Selected public histories,V224C,raw_e107190763,405219515,1,104876.0,98392.0,6484.0
Selected public histories,V224C,raw_e107139036,1005765066,0,83280.0,89241.0,-5961.0
Selected public histories,V224C,raw_e107139036,1005765066,1,83280.0,89241.0,-5961.0
Selected public histories,V224C,raw_e107143064,539583684,0,105697.0,114259.0,-8562.0
Selected public histories,V224C,raw_e107143064,539583684,1,106801.0,110793.0,-3992.0
Selected public histories,V224C,raw_e107146089,357808237,0,80545.0,80656.0,-111.0
Selected public histories,V224C,raw_e107146089,357808237,1,85749.0,86100.0,-351.0
Selected public histories,V224C,raw_e107146211,23255758,0,116809.0,119578.0,-2769.0
Selected public histories,V224C,raw_e107146211,23255758,1,116809.0,119578.0,-2769.0
Selected public histories,V224C,raw_e107146988,2033367492,0,140545.0,139870.0,675.0
Selected public histories,V224C,raw_e107146988,2033367492,1,140545.0,139870.0,675.0
Selected public histories,V224C,raw_e107149857,1081587954,0,139346.0,137270.0,2076.0
Selected public histories,V224C,raw_e107149857,1081587954,1,139346.0,137270.0,2076.0
Selected public histories,V224C,raw_e107191723,2079239229,0,65651.0,67266.0,-1615.0
Selected public histories,V224C,raw_e107191723,2079239229,1,66292.0,66310.0,-18.0
Selected public histories,V224C,raw_e107194627,1381959040,0,74721.0,69447.0,5274.0
Selected public histories,V224C,raw_e107194627,1381959040,1,74721.0,69447.0,5274.0
Selected public histories,V224C,raw_e107195459,978608682,0,83998.0,79960.0,4038.0
Selected public histories,V224C,raw_e107195459,978608682,1,83998.0,79960.0,4038.0
Selected public histories,V224C,raw_e107196599,1439611165,0,121570.0,116856.0,4714.0
Selected public histories,V224C,raw_e107196599,1439611165,1,121570.0,116856.0,4714.0
Selected public histories,V224C,raw_e107191256,396986179,0,74489.0,75647.0,-1158.0
Selected public histories,V224C,raw_e107191256,396986179,1,74489.0,75647.0,-1158.0
Selected public histories,V224C,raw_e107191357,2064673682,0,118872.0,106519.0,12353.0
Selected public histories,V224C,raw_e107191357,2064673682,1,118872.0,106519.0,12353.0
Selected public histories,V224C,raw_e107191873,216407471,0,114009.0,115821.0,-1812.0
Selected public histories,V224C,raw_e107191873,216407471,1,114009.0,115821.0,-1812.0
Selected public histories,V224C,raw_e107194205,1627172002,0,113756.0,110871.0,2885.0
Selected public histories,V224C,raw_e107194205,1627172002,1,113756.0,110871.0,2885.0
Selected public histories,V224C,raw_e107195462,1441026326,0,135879.0,127481.0,8398.0
Selected public histories,V224C,raw_e107195462,1441026326,1,135879.0,127481.0,8398.0
Selected public histories,V221B,raw_e106906596,638387042,0,143198.0,43103.0,100095.0
Selected public histories,V221B,raw_e106906596,638387042,1,143198.0,43103.0,100095.0
Selected public histories,V221B,raw_e106908472,220717876,0,110409.0,52803.0,57606.0
Selected public histories,V221B,raw_e106908472,220717876,1,110409.0,52803.0,57606.0
Selected public histories,V221B,raw_e106914053,1920051497,0,136246.0,105786.0,30460.0
Selected public histories,V221B,raw_e106914053,1920051497,1,136246.0,105786.0,30460.0
Selected public histories,V221B,raw_e106916906,1434460073,0,139049.0,128931.0,10118.0
Selected public histories,V221B,raw_e106916906,1434460073,1,139158.0,128972.0,10186.0
Selected public histories,V221B,raw_e106917863,392787688,0,108635.0,85776.0,22859.0
Selected public histories,V221B,raw_e106917863,392787688,1,114682.0,110677.0,4005.0
Selected public histories,V221B,raw_e106926409,48676653,0,123962.0,119156.0,4806.0
Selected public histories,V221B,raw_e106926409,48676653,1,124016.0,118602.0,5414.0
Selected public histories,V221B,raw_e106929029,1618465586,0,101119.0,102006.0,-887.0
Selected public histories,V221B,raw_e106929029,1618465586,1,101119.0,102006.0,-887.0
Selected public histories,V221B,raw_e106929322,1629902467,0,91743.0,78734.0,13009.0
Selected public histories,V221B,raw_e106929322,1629902467,1,91743.0,78734.0,13009.0
Selected public histories,V221B,raw_e106930199,2038224448,0,94403.0,81267.0,13136.0
Selected public histories,V221B,raw_e106930199,2038224448,1,94403.0,81267.0,13136.0
Selected public histories,V221B,raw_e106931231,1790148002,0,90971.0,86685.0,4286.0
Selected public histories,V221B,raw_e106931231,1790148002,1,90971.0,86685.0,4286.0
Selected public histories,V221B,raw_e106935888,1019729165,0,79256.0,74209.0,5047.0
Selected public histories,V221B,raw_e106935888,1019729165,1,79256.0,74209.0,5047.0
Selected public histories,V221B,raw_e106942526,102881230,0,109288.0,95670.0,13618.0
Selected public histories,V221B,raw_e106942526,102881230,1,109288.0,95670.0,13618.0
Selected public histories,V221B,raw_e106956976,1882818733,0,83563.0,82462.0,1101.0
Selected public histories,V221B,raw_e106956976,1882818733,1,83563.0,82462.0,1101.0
Selected public histories,V221B,raw_e107110349,1737742990,0,141157.0,35764.0,105393.0
Selected public histories,V221B,raw_e107110349,1737742990,1,141157.0,35764.0,105393.0
Selected public histories,V221B,raw_e107111329,1487353121,0,139915.0,16095.0,123820.0
Selected public histories,V221B,raw_e107111329,1487353121,1,139915.0,16095.0,123820.0
Selected public histories,V221B,raw_e107112246,1143085068,0,157743.0,112460.0,45283.0
Selected public histories,V221B,raw_e107112246,1143085068,1,157743.0,112460.0,45283.0
Selected public histories,V221B,raw_e107114124,1100495220,0,150719.0,113277.0,37442.0
Selected public histories,V221B,raw_e107114124,1100495220,1,150719.0,113074.0,37645.0
Selected public histories,V221B,raw_e107115068,855723531,0,90616.0,79530.0,11086.0
Selected public histories,V221B,raw_e107115068,855723531,1,90616.0,79530.0,11086.0
Selected public histories,V221B,raw_e107115069,1465696898,0,69657.0,51212.0,18445.0
Selected public histories,V221B,raw_e107115069,1465696898,1,69397.0,52166.0,17231.0
Selected public histories,V221B,raw_e107118038,1944025771,0,139819.0,122463.0,17356.0
Selected public histories,V221B,raw_e107118038,1944025771,1,139819.0,122463.0,17356.0
Selected public histories,V221B,raw_e107124775,636393876,0,122686.0,19348.0,103338.0
Selected public histories,V221B,raw_e107124775,636393876,1,119709.0,17647.0,102062.0
Selected public histories,V221B,raw_e107125709,1034129690,0,149445.0,79130.0,70315.0
Selected public histories,V221B,raw_e107125709,1034129690,1,149445.0,79130.0,70315.0
Selected public histories,V221B,raw_e107125727,1577275285,0,142018.0,51711.0,90307.0
Selected public histories,V221B,raw_e107125727,1577275285,1,142018.0,51711.0,90307.0
Selected public histories,V221B,raw_e107128530,814419237,0,81906.0,59282.0,22624.0
Selected public histories,V221B,raw_e107128530,814419237,1,81906.0,59282.0,22624.0
Selected public histories,V221B,raw_e107128557,1295938388,0,60483.0,19438.0,41045.0
Selected public histories,V221B,raw_e107128557,1295938388,1,60483.0,19438.0,41045.0
Selected public histories,V221B,raw_e107132159,868100607,0,87382.0,72029.0,15353.0
Selected public histories,V221B,raw_e107132159,868100607,1,87382.0,72029.0,15353.0
Selected public histories,V221B,raw_e107132308,1823012832,0,112070.0,98242.0,13828.0
Selected public histories,V221B,raw_e107132308,1823012832,1,112070.0,98242.0,13828.0
Selected public histories,V221B,raw_e107134211,1200507074,0,104336.0,93786.0,10550.0
Selected public histories,V221B,raw_e107134211,1200507074,1,104336.0,93786.0,10550.0
Selected public histories,V221B,raw_e107135173,425453931,0,81377.0,67275.0,14102.0
Selected public histories,V221B,raw_e107135173,425453931,1,77102.0,64346.0,12756.0
Selected public histories,V221B,raw_e107136121,403020939,0,98813.0,95183.0,3630.0
Selected public histories,V221B,raw_e107136121,403020939,1,98813.0,95183.0,3630.0
Selected public histories,V221B,raw_e107136122,936858542,0,87572.0,70922.0,16650.0
Selected public histories,V221B,raw_e107136122,936858542,1,87572.0,70922.0,16650.0
Selected public histories,V221B,raw_e107137077,1882532357,0,76986.0,66953.0,10033.0
Selected public histories,V221B,raw_e107137077,1882532357,1,77181.0,66258.0,10923.0
Selected public histories,V221B,raw_e107137078,750102949,0,151952.0,134608.0,17344.0
Selected public histories,V221B,raw_e107137078,750102949,1,151952.0,134608.0,17344.0
Selected public histories,V221B,raw_e107138080,1294635170,0,100060.0,95462.0,4598.0
Selected public histories,V221B,raw_e107138080,1294635170,1,100080.0,95362.0,4718.0
Selected public histories,V221B,raw_e107139036,1005765066,0,84026.0,89166.0,-5140.0
Selected public histories,V221B,raw_e107139036,1005765066,1,84026.0,89166.0,-5140.0
Selected public histories,V221B,raw_e107139039,304280464,0,99254.0,90983.0,8271.0
Selected public histories,V221B,raw_e107139039,304280464,1,99254.0,90983.0,8271.0
Selected public histories,V221B,raw_e107140018,2056548737,0,132985.0,125074.0,7911.0
Selected public histories,V221B,raw_e107140018,2056548737,1,132985.0,125074.0,7911.0
Selected public histories,V221B,raw_e107140042,1381413489,0,92891.0,81913.0,10978.0
Selected public histories,V221B,raw_e107140042,1381413489,1,92891.0,81913.0,10978.0
Selected public histories,V221B,raw_e107140759,212214194,0,95976.0,89438.0,6538.0
Selected public histories,V221B,raw_e107140759,212214194,1,95976.0,89438.0,6538.0
Selected public histories,V221B,raw_e107141028,1298322265,0,82789.0,78284.0,4505.0
Selected public histories,V221B,raw_e107141028,1298322265,1,82789.0,78284.0,4505.0
Selected public histories,V221B,raw_e107142692,215063973,0,96836.0,96829.0,7.0
Selected public histories,V221B,raw_e107142692,215063973,1,96836.0,96829.0,7.0
Selected public histories,V221B,raw_e107142783,2105878240,0,86259.0,87612.0,-1353.0
Selected public histories,V221B,raw_e107142783,2105878240,1,86259.0,87612.0,-1353.0
Selected public histories,V221B,raw_e107143064,539583684,0,106114.0,114278.0,-8164.0
Selected public histories,V221B,raw_e107143064,539583684,1,107234.0,110811.0,-3577.0
Selected public histories,V221B,raw_e107144052,195221206,0,73584.0,61319.0,12265.0
Selected public histories,V221B,raw_e107144052,195221206,1,73584.0,61319.0,12265.0
Selected public histories,V221B,raw_e107144957,1365241425,0,42501.0,42499.0,2.0
Selected public histories,V221B,raw_e107144957,1365241425,1,42501.0,42499.0,2.0
Selected public histories,V221B,raw_e107145936,448252299,0,134545.0,126824.0,7721.0
Selected public histories,V221B,raw_e107145936,448252299,1,134545.0,126824.0,7721.0
