name,sha256,path
gated_bidirectional_2,8c69ecde45bdda0e03e2e00840eb259b336cce747fe9853b1dd5477076a832ac,./public_agents/gzmcr/baseline/artifacts/rl_008_small_shift_timing/smoke_build/gated_bidirectional/main.py
gated_preempt_2,76683d0887b1a29806ffe24566f2750a78dae2d953d13a62bcca790544efa917,./public_agents/gzmcr/baseline/artifacts/rl_008_small_shift_timing/smoke_build/gated_preempt/main.py
ungated_bidirectional,fcc305a7f158d4a08c0b61550e159a6db9f48b99eccddce0431522457b5e07aa,./public_agents/gzmcr/baseline/artifacts/rl_008_small_shift_timing/smoke_build/ungated_bidirectional/main.py
ungated_preempt,a2903eb2652a54a6fe7cf4d0dffe39107f2f47adbc96715026f564b3d5116da3,./public_agents/gzmcr/baseline/artifacts/rl_008_small_shift_timing/smoke_build/ungated_preempt/main.py
ungated_bidirectional_2,deac1a721e471c7778b8fc4e089d600e0eb64051844edabd3cc11115be285e6b,./public_agents/gzmcr/baseline/artifacts/rl_008_small_shift_timing/ungated_bidirectional/main.py
ungated_preempt_2,fc511067d0b0e22ff30abb17586a528c836241e5f8ee36a87b92fa607b1edb56,./public_agents/gzmcr/baseline/artifacts/rl_008_small_shift_timing/ungated_preempt/main.py
adaptive_x_adaptive_v14,e3b7c5f09d9f2ea379e5d0fcd51aedb0a6298b51de9a3561859390e8d84e4a7d,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/adaptive_x_adaptive_v14/main.py
adaptive_x_stable12,6253c930beb939aea5bf9b9a485bd4e9de323d2272e418632ce5cc996a2a2a13,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/adaptive_x_stable12/main.py
adaptive_x_v022c,cf7d87c8a62507ad81d80f259dad3aeda8f6136c8e51e73d6c3346dd62d514e4,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/adaptive_x_v022c/main.py
adaptive_x_v13_r3,cc6a96191ebe3a1cfed7158e046a2592654b8bd5ec0333e555deae0f8acbced8,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/adaptive_x_v13_r3/main.py
adaptive_x_v22,8b23a428ed3584be74c1669212bbc8faf96d17879da76b6d8a70705e0156e2f2,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/adaptive_x_v22/main.py
adaptive_x_v27,2662a1b1daaebbc1c79d6fa205ebcdd6e6b7576f4e43733831c73ee69d8816c9,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/adaptive_x_v27/main.py
frontier_x_adaptive_v14,769dc612d30ac45117ef9551341bec08a128451804d8172f0c5fcfd8b2b119a0,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/frontier_x_adaptive_v14/main.py
frontier_x_stable12,fda7ff11dee2b7fdc4a4d16a489386ef5766401ff93f9048222b3889a3b6c2ba,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/frontier_x_stable12/main.py
frontier_x_v022c,e0f08cca0a93cb1721c5163b3ba61de49994f8506cd7ac9fc4e65638141fd2d1,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/frontier_x_v022c/main.py
frontier_x_v13_r3,5f7a487e491b3b2fee795cfa87622de6ee18ccf19ee53ade7b12058455b3a6dc,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/frontier_x_v13_r3/main.py
frontier_x_v22,1433624c8ee46114ca147a9dffaf14b7d98902e6e0ed601aa4900cda7a5157e0,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/frontier_x_v22/main.py
frontier_x_v27,021ac41ea704a70e85ad06a803eba32d8dd3be7e34982c50465b7da0d96267ee,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/frontier_x_v27/main.py
hamburger_x_adaptive_v14,2663ec814609ce637f3b5217e1ee2715d639d714e1d8f3058485f99799a2b365,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/hamburger_x_adaptive_v14/main.py
hamburger_x_stable12,664bbf4ff74ca46bb869dbd480a3e256e804df663a64789051dfaeb7e3f88f3b,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/hamburger_x_stable12/main.py
hamburger_x_v022c,fadd63cadb33e607161093c07c3272504650afa6646cb22f772ca055947fa261,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/hamburger_x_v022c/main.py
hamburger_x_v13_r3,15f80efc4cdf6a1340b75b1ddc43aff5307afc5acf93e8097283241aa57abf9f,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/hamburger_x_v13_r3/main.py
hamburger_x_v22,0d6dcdce8311e58b2e0b018ebb038c5d1a4cba9a3eb3b8cbfbe8ff57362cac31,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/hamburger_x_v22/main.py
hamburger_x_v27,634f2019051d99f880af55b14483483ddc32e100d370a32c96978065c0a2221a,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/hamburger_x_v27/main.py
v13_r3_x_adaptive_v14,57de1a654a12d191044c1f55ba46e9813fb3bfb50a100ca17cd201a63f5e3909,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v13_r3_x_adaptive_v14/main.py
v13_r3_x_stable12,4b3cba6a5e71ca092d77fec206c93bd52d5f5ce61e7dbf2ae1169498b99b4c73,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v13_r3_x_stable12/main.py
v13_r3_x_v022c,471de07039d474a2446d8ece4a954ff4368574bb1fc2170815a937e2450ec93c,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v13_r3_x_v022c/main.py
v13_r3_x_v13_r3,713913dd756789205098236103701da7738464445eb693c2a317ec22f26aaadf,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v13_r3_x_v13_r3/main.py
v13_r3_x_v22,78a5b62843402f05071a7fc01a97677a333924b7a5d1cbe6455fb4be654ca08e,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v13_r3_x_v22/main.py
v13_r3_x_v27,6b5f859a371eb5c83dd10270ae291d37015b822421dc45ca25beb2e069420a37,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v13_r3_x_v27/main.py
v21_1_x_adaptive_v14,619c0293cc01dcc13ff24c6973000f274185be16a03d43d026d2c227b70eef2d,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v21_1_x_adaptive_v14/main.py
v21_1_x_stable12,09a83aba7cbf745f12c4c70e026a32e85618453f080de0ab1c4fb5f5eaaed6a0,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v21_1_x_stable12/main.py
v21_1_x_v022c,822d605407727b60a9922e082313fc40e53b2022509f8c063c87e6ce45c49489,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v21_1_x_v022c/main.py
v21_1_x_v13_r3,618f26786c690ec9f8420023ea755ca555763a82f8af1e8cd7d312bba8ba7770,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v21_1_x_v13_r3/main.py
v21_1_x_v22,581778cf1d45f2082c3a39542d4fe6bb06c191988f99518765ec6d901d66f8a4,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v21_1_x_v22/main.py
v21_1_x_v27,d8616121fb4fd0695697473c8f3d7c3cbaaa261741314a7ccf30cc2eca2c0333,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v21_1_x_v27/main.py
v27_x_adaptive_v14,a903f96018447bcd128a547d69c3d843469375c90c09cddfe115bcd3a25dc25f,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v27_x_adaptive_v14/main.py
v27_x_stable12,e14cac1ff50dd7a29877cffe2a4c072da702fadfa5682932b8861dd2577e8efe,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v27_x_stable12/main.py
v27_x_v022c,3794e5229e08e9fe5f6f2fda367e9e4201299da9df53ca27321c83d7a0589b0b,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v27_x_v022c/main.py
v27_x_v13_r3,4b789719f08360d55930cafcf84723749b1361349bcfcf14fc2ddfb5d74c8621,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v27_x_v13_r3/main.py
v27_x_v22,f23a4057c10b7bb62fd431d04e9016dcde18766e02b2b96a2fdc0b96baa011dc,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v27_x_v22/main.py
v27_x_v27,f48ebadc181f40c3296566a075d7eae01879fa2a2d368bda681f09fbd6e183a7,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/cross_graft/v27_x_v27/main.py
fitted_fast,b909d7724b8989297616f3b00c5e3d10d7cd20345a21b5b4490a72dc10b07413,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/fitted_fast/main.py
rl010a_delay_only,fd6a78a10ac1d13fffddc18c49b8d1971099f5b9cafe4090f4371808bbd632f5,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/fitted_fast/rl010a_delay_only/main.py
rl010b_bidirectional_no_opp,60797278e5b2ebb0b2c65f4ea54586de6363404a745e0b286794e8a78b4bb99a,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/fitted_fast/rl010b_bidirectional_no_opp/main.py
rl_010_milk_bidirectional,ce89ef9bc30df81c14a545a3e2f80f212adba08f2e213ee06aadbbfb06b9d671,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/main.py
rl010a_delay_only_2,ddcb4746f63b4c2f831645cc688b64cf3a7223c7e3a1d19217eb706cbb41f998,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/rl010a_delay_only/main.py
rl010b_bidirectional_no_opp_2,07a0137afecf4973c61cb87724d5ee9255ca8834136a74139c44735bb43b71cd,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/rl010b_bidirectional_no_opp/main.py
smoke_build,bdcfde7a711c03f24a050f708ec35e6a7bc7008afddf5332a3db2ada1639d5f1,./public_agents/gzmcr/baseline/artifacts/rl_010_milk_bidirectional/smoke_build/main.py
v015a_market_collision,ed71eba3a12e1203d7ec5a64255c0c4865e8c039a84b7fbd73ba04d7db1be402,./public_agents/gzmcr/baseline/artifacts/v015a_market_collision/main.py
v019_public_style_router,d15da230d8d87e738ca14ed28cd65a693b4e39eeea27218869fe823121e91b3f,./public_agents/gzmcr/baseline/artifacts/v019_public_style_router/main.py
v020_value_aware_market,a1cd86b68fdae68684a3f9b67b6b670da4a193da1ad7facc53ce05d6933892af,./public_agents/gzmcr/baseline/artifacts/v020_value_aware_market/main.py
v021_product_gate,a07839b2c1f327aa1b7694dfe4caa108a4880e57c9329768f83b6dd73ddca686,./public_agents/gzmcr/baseline/artifacts/v021_product_gate/main.py
v022a_weed_recovery,a36d347740a2be08f9c4a1e01ecd0e2135350fab40b9fc913e3af3be679621c9,./public_agents/gzmcr/baseline/artifacts/v022a_weed_recovery/main.py
v022b_fresh_medoid,e97023bd73aff5232756eda210aaca01dd74ef9f5a9f454c090d0933c5648b2b,./public_agents/gzmcr/baseline/artifacts/v022b_fresh_medoid/main.py
v022c_medoid_recovery,213e5dbebe1f45779f0e3a68b4b5754f4ab671890ebe79199f06801bc7065946,./public_agents/gzmcr/baseline/artifacts/v022c_medoid_recovery/main.py
v022d_medoid_recovery_tactical,630125b3f592fdb773f1fac6532b08e97e829ae188180ea17540b702b606a054,./public_agents/gzmcr/baseline/artifacts/v022d_medoid_recovery_tactical/main.py
v022e_adaptive_recovery,b7a8e467c3e7951214e2800f0e60e6244da3f63c73f04ac9a9de0ec14e0b8b09,./public_agents/gzmcr/baseline/artifacts/v022e_adaptive_recovery/main.py
v022f_single_retry,166b2cb316a4bd66232f5aa3a250774a21db30750a929d77c50460b67ec80154,./public_agents/gzmcr/baseline/artifacts/v022f_single_retry/main.py
v023a_high_output_14hands,286c79e161b122a3da233ce3943ba1e1b9a38c5822d3ec37c3ad7fc6c3b8df9b,./public_agents/gzmcr/baseline/artifacts/v023a_high_output_14hands/main.py
v023b_stable_12hands,360747036779b4977b93a67825ae9979c0c756a78aebd609c5e9e3df68248b8a,./public_agents/gzmcr/baseline/artifacts/v023b_stable_12hands/main.py
v023c_high_hands_15hands,03667f461da1ff3eb67efd061154b609bd6709a5b3db2c79dc677d6ee7d8c7b2,./public_agents/gzmcr/baseline/artifacts/v023c_high_hands_15hands/main.py
v023d_early_portfolio,bc8598da61ebba824ea4ee42eac6d9658bdb711f0f0b33f20acc570bcc4ba927,./public_agents/gzmcr/baseline/artifacts/v023d_early_portfolio/main.py
v024a_route14_control,8cfd5379cbb0b4c4705813e1053bfda640017e180a179e283eaf4be5732f6933,./public_agents/gzmcr/baseline/artifacts/v024a_route14_control/main.py
v024b_route14_weed,65de7e18ad289cefbb1891170c3c63d7f415c2f9e1bbc10b46d97dc724c77169,./public_agents/gzmcr/baseline/artifacts/v024b_route14_weed/main.py
v024c_route14_order_memory,921c08abf5b0f6794ef440aa04a71a2724cd4ed77b10f7beefe8ed6b1c0d9fd0,./public_agents/gzmcr/baseline/artifacts/v024c_route14_order_memory/main.py
v024d_route14_strict_r3,5eeb7d95bba95207cfc7e7ece12e547bd44c24bb2c67b47877b22c646dc73430,./public_agents/gzmcr/baseline/artifacts/v024d_route14_strict_r3/main.py
v025a_route14_v022c_market,a55d224af622492e2bca0f666197d2861a283fa400798d32c9203cf545e2ea8d,./public_agents/gzmcr/baseline/artifacts/v025a_route14_v022c_market/main.py
v025b_route14_v022c_open_market,4d268c5f483fb40e609899b049d51f4a97fbf85dd51b1f16e567bba9a8c41abc,./public_agents/gzmcr/baseline/artifacts/v025b_route14_v022c_open_market/main.py
v025c_route14_v022c_mirror_market,53b2ed0c3fd3837081d6d3adcc8b232c99bbe8d3c1e77285ea7dc1ef965fc1c6,./public_agents/gzmcr/baseline/artifacts/v025c_route14_v022c_mirror_market/main.py
v026a_v22_single_retry,b55dfa9a52fc773cc5f90cdb9479874d85421876395a9955f2f0dc055430a949,./public_agents/gzmcr/baseline/artifacts/v026_v22_v022c_recovery/v026a_v22_single_retry/main.py
v026b_v22_single_retry_guard,08f9438c53756be6f663094e7d88811e29ea12a007effc916868f6e7e1501ec5,./public_agents/gzmcr/baseline/artifacts/v026_v22_v022c_recovery/v026b_v22_single_retry_guard/main.py
v027a_melon_ratio,70ad943ea3c54d47d7399132763dbebd64a0a16306554a478b3776cc5eee9382,./public_agents/gzmcr/baseline/artifacts/v027_v22_product_shift/v027a_melon_ratio/main.py
v027b_mirror_gated,b97ea84a3e7afe1776967a0dad0ff34f4ab10b4638864f869afb3078d9153aa9,./public_agents/gzmcr/baseline/artifacts/v027_v22_product_shift/v027b_mirror_gated/main.py
v027c_product_specific,6001be42b87a82318f5a862f5161c9a28a3d5df8239b4ebd25f2255aee0491ba,./public_agents/gzmcr/baseline/artifacts/v027_v22_product_shift/v027c_product_specific/main.py
v028a_marginal_order,196a94cb5947e2f24e9f7f03b44b61ca8bf11bdc37037333894b51f3f20dd218,./public_agents/gzmcr/baseline/artifacts/v028_order_search/v028a_marginal_order/main.py
v028b_safe_order,ba422a97068426c8ad8c253ba12211e4ff41d1fd43856590f11bd00354eb8914,./public_agents/gzmcr/baseline/artifacts/v028_order_search/v028b_safe_order/main.py
v028c_robust_order,9a36f41a5074ac6b2ba93f0a3be054667eb8ad782d580f5991e9026a542d04f1,./public_agents/gzmcr/baseline/artifacts/v028_order_search/v028c_robust_order/main.py
v030a_milk_momentum_gate,680f6fb873ff5ace8415dd4c1652d4463db303b3b90d836812c0c4bb557e1ed6,./public_agents/gzmcr/baseline/artifacts/v030_adaptive_market/v030a_milk_momentum_gate/main.py
v030b_cross_product_guard,39b001b113b7a489719041bcec2e8d851c105379ff90b2a894679bd555e9acf0,./public_agents/gzmcr/baseline/artifacts/v030_adaptive_market/v030b_cross_product_guard/main.py
v032_8c4s_order_only,22e1385703d5ef219452b3bce053899287f1c0c78d2730dbeb0af907229014ad,./public_agents/gzmcr/baseline/artifacts/v032_route_conditioned_timing/v032_8c4s_order_only/main.py
v032_8c4s_timing,bbad0f90e87d611fbd5d968f3c2d5dae8c62e29ee55f55c9ddc922e763088650,./public_agents/gzmcr/baseline/artifacts/v032_route_conditioned_timing/v032_8c4s_timing/main.py
v032_v27_order_only,5e5e4c5f6f776ddd214542b54ddbc3dead2b7d63018168e808ae778d0b7b6961,./public_agents/gzmcr/baseline/artifacts/v032_route_conditioned_timing/v032_v27_order_only/main.py
v032_v27_timing,5632a2fc40e235915115683315a8cb3fecd13829d030b40e91b74abdf7987e02,./public_agents/gzmcr/baseline/artifacts/v032_route_conditioned_timing/v032_v27_timing/main.py
v032_r1_8c4s_order_only,1a9ba13cd4a9c263d17981e52a31d770a1272cd8282659902c99fb5944144fec,./public_agents/gzmcr/baseline/artifacts/v032_route_conditioned_timing_r1/v032_r1_8c4s_order_only/main.py
v032_r1_8c4s_timing,a98e3d988260e303310a83a881e0b093df8e66ba353fe6e26f628ab92336c8c2,./public_agents/gzmcr/baseline/artifacts/v032_route_conditioned_timing_r1/v032_r1_8c4s_timing/main.py
v032_r1_v27_order_only,adb62456364ecec37334a16cbc1568b1e82b22cc3eec54d052cbed788d5ecb0d,./public_agents/gzmcr/baseline/artifacts/v032_route_conditioned_timing_r1/v032_r1_v27_order_only/main.py
v032_r1_v27_timing,6215d4775bc78be57a7b32c785bb7952124d6aa275b91531050d2bb54c93c16f,./public_agents/gzmcr/baseline/artifacts/v032_route_conditioned_timing_r1/v032_r1_v27_timing/main.py
adaptive_v14,4214f045f268ff3c6f5362f1178a2540b2545784a86b18c4a21fedecd70c376d,./public_agents/gzmcr/baseline/history/pure_routes/adaptive_v14/main.py
agent_builder,d07f245f2a61b8806d4eba4d4251c8ad794ff70be4fbd8ed313f1035de52be4c,./public_agents/gzmcr/baseline/history/pure_routes/agent_builder/main.py
frontier_lab_0,1de6f4a90f77f4fa0eb55d989d059da9272b62a9ee18fdef71dfd7dfc36580f1,./public_agents/gzmcr/baseline/history/pure_routes/frontier_lab_0/main.py
frontier_lab_1,3cfcf4912519039335dfa09080b5efb09e3c64a3cd9d2e1859aa6eb58add6bd7,./public_agents/gzmcr/baseline/history/pure_routes/frontier_lab_1/main.py
frontier_lab_2,48dd848e20e8f52ece06ebf8fd0f3326d527b364b898d29b9e287456a7dc1770,./public_agents/gzmcr/baseline/history/pure_routes/frontier_lab_2/main.py
frontier_lab_3,cd45d5c48347ac2dbf5bf5bf44ad693a26882d1b4324ff3a924251d240dbb6a5,./public_agents/gzmcr/baseline/history/pure_routes/frontier_lab_3/main.py
frontier_lab_4,a492fd664508b77990cb13c4fe6477439d8b5a45b16bf3014cf7cacd1b98bcbf,./public_agents/gzmcr/baseline/history/pure_routes/frontier_lab_4/main.py
frontier_lab_5,7faa541b67979e8e3d74e3dd5fea44ee08bff4d923359113bf138e4772e04790,./public_agents/gzmcr/baseline/history/pure_routes/frontier_lab_5/main.py
frontier_lab_6,97d6abc2547c653a319b59f4cc19b0a1a1dbe7f73fbb34031c4c7cd728911271,./public_agents/gzmcr/baseline/history/pure_routes/frontier_lab_6/main.py
frontier_lab_7,1f878de0c78d1ceec7d67ea0f5b6fb8b9507afdee5986f7c7cb4e6a624a03087,./public_agents/gzmcr/baseline/history/pure_routes/frontier_lab_7/main.py
frontier_moon,da3bae7b1f9bc597ba4f42a9cf24bdabd6a54107bf9053efe83acfcd0f991e13,./public_agents/gzmcr/baseline/history/pure_routes/frontier_moon/main.py
frontier_soil,6fe1956116d92fa90136ba3d7b7ec923e0fcd89cbe00e584635bb5670f91b259,./public_agents/gzmcr/baseline/history/pure_routes/frontier_soil/main.py
high_score,8507af06fc629544068083cef00c1db9b405fca976b79c1d66daa87e5894dbab,./public_agents/gzmcr/baseline/history/pure_routes/high_score/main.py
stable12,0def870e1662aa21614217113aefa2a88c2d958e4ceb5fb7e3419fa2fc6d24bf,./public_agents/gzmcr/baseline/history/pure_routes/stable12/main.py
v022c,c71dbe290dfe7b7d29d803764de1bb3c89e8c4f2e3a2cb82a7f27993f6440c9c,./public_agents/gzmcr/baseline/history/pure_routes/v022c/main.py
v13_r3,6246cbc1ae32103fe04b90afdb1d3adbb948a114ae40cef9b9b97bd413492158,./public_agents/gzmcr/baseline/history/pure_routes/v13_r3/main.py
v22,f49713c32977461daa9d3cd82f6c2503eebacc5737454f37999293437e05b66d,./public_agents/gzmcr/baseline/history/pure_routes/v22/main.py
v27,25dc132bd244d87fc21c1894cdca5e563e33cd47aceb7de4987928b0eff8b2e8,./public_agents/gzmcr/baseline/history/pure_routes/v27/main.py
v001_soft_livestock_score,0ac6e084975bd779b8e34b8d3aa09abbc2cbf2567121a5c128636c3abf3cf7e1,./public_agents/gzmcr/baseline/history/v001_soft_livestock_score/main.py
v002_own_supply_sales,e76e7157f5d2c5bd0141d2706ffbd2af6e1ce987fd2cb2e2619cdd5a764c3be1,./public_agents/gzmcr/baseline/history/v002_own_supply_sales/main.py
v003_crop_wheat_mix,9ed70e795357d6c74cf2cd63bf8b5ef7b275b20a1b9528e299b9a7552383d581,./public_agents/gzmcr/baseline/history/v003_crop_wheat_mix/main.py
v004_dynamic_strawberry_mix,6954b7cfa7349fed47181429f5018108c7b4e8087bd6ac952ce75c32a7b29c1c,./public_agents/gzmcr/baseline/history/v004_dynamic_strawberry_mix/main.py
v005_early_strawberry_price_mix,27a21444437218f0be29667e1fa8db0adc2f5f839234fffef4d540dd53e907d7,./public_agents/gzmcr/baseline/history/v005_early_strawberry_price_mix/main.py
v006a_fertilizer_terminal,232736e582bf4e09ceb980f7917331efe03d9d56dbb638fd614291e929ead775,./public_agents/gzmcr/baseline/history/v006a_fertilizer_terminal/main.py
v006b_livestock_only,4c829907ec2e4b2a7799f881b930748125315ed4f6ff7ce888288108a04c5bf3,./public_agents/gzmcr/baseline/history/v006b_livestock_only/main.py
v006b_livestock_wheat,b5bdf61c8e19ebcbf073a66e879bb6a4ffdfd25422d0939df1122342ef535f7c,./public_agents/gzmcr/baseline/history/v006b_livestock_wheat/main.py
v006b_wheat_only,144750a7cd9065de6f6ba6606d50b0be537455d8efdf2e207481cca2fa7eb0b6,./public_agents/gzmcr/baseline/history/v006b_wheat_only/main.py
v006c_combined,03580af5c245e4e95951081af5cb034fd17dd0d69b67944a87df379fc5e23f11,./public_agents/gzmcr/baseline/history/v006c_combined/main.py
v007a_terminal_safe,6fc5aec4da3b8dc2cd8d2cabcb0e4792f817016fa17831dbc19e2f17778dd7ef,./public_agents/gzmcr/baseline/history/v007a_terminal_safe/main.py
