stage,seed,seat_a,a,b,reward_a,reward_b,status_a,status_b,outcome_a,error
screen,41000,1,_extract_submission_tar_4,prvsiyan_frontier,127891.0,135383.0,DONE,DONE,0.0,
screen,41001,0,_extract_submission_tar_4,prvsiyan_frontier,138691.0,155507.0,DONE,DONE,0.0,
screen,41001,1,_extract_submission_tar_4,prvsiyan_frontier,135364.0,152662.0,DONE,DONE,0.0,
screen,41000,0,_extract_submission_tar_4,reacting_aurax7_v2_public_refresh,131107.0,134465.0,DONE,DONE,0.0,
screen,41000,1,_extract_submission_tar_4,reacting_aurax7_v2_public_refresh,131107.0,134465.0,DONE,DONE,0.0,
screen,41001,0,_extract_submission_tar_4,reacting_aurax7_v2_public_refresh,138633.0,157011.0,DONE,DONE,0.0,
screen,41001,1,_extract_submission_tar_4,reacting_aurax7_v2_public_refresh,135325.0,153479.0,DONE,DONE,0.0,
screen,41000,0,_extract_submission_tar_4,reacting_evgen_v226_public_refresh,131112.0,134613.0,DONE,DONE,0.0,
screen,41000,1,_extract_submission_tar_4,reacting_evgen_v226_public_refresh,131112.0,134613.0,DONE,DONE,0.0,
screen,41001,0,_extract_submission_tar_4,reacting_evgen_v226_public_refresh,138682.0,156020.0,DONE,DONE,0.0,
screen,41001,1,_extract_submission_tar_4,reacting_evgen_v226_public_refresh,135389.0,152987.0,DONE,DONE,0.0,
screen,41000,0,_extract_submission_tar_4,reacting_market_smart_public_refresh,131107.0,134472.0,DONE,DONE,0.0,
screen,41000,1,_extract_submission_tar_4,reacting_market_smart_public_refresh,131107.0,134472.0,DONE,DONE,0.0,
screen,41001,0,_extract_submission_tar_4,reacting_market_smart_public_refresh,138633.0,157023.0,DONE,DONE,0.0,
screen,41001,1,_extract_submission_tar_4,reacting_market_smart_public_refresh,135325.0,153491.0,DONE,DONE,0.0,
screen,41000,0,_extract_submission_tar_4,sub-009-moev2,133218.0,139859.0,DONE,DONE,0.0,
screen,41000,1,_extract_submission_tar_4,sub-009-moev2,133218.0,139859.0,DONE,DONE,0.0,
screen,41001,0,_extract_submission_tar_4,sub-009-moev2,155870.0,158579.0,DONE,DONE,0.0,
screen,41001,1,_extract_submission_tar_4,sub-009-moev2,151524.0,154535.0,DONE,DONE,0.0,
screen,41000,0,_extract_submission_tar_5,prvsiyan_frontier,96009.0,105404.0,DONE,DONE,0.0,
screen,41000,1,_extract_submission_tar_5,prvsiyan_frontier,96009.0,105404.0,DONE,DONE,0.0,
screen,41001,0,_extract_submission_tar_5,prvsiyan_frontier,88011.0,101779.0,DONE,DONE,0.0,
screen,41001,1,_extract_submission_tar_5,prvsiyan_frontier,87139.0,101114.0,DONE,DONE,0.0,
screen,41000,0,_extract_submission_tar_5,reacting_aurax7_v2_public_refresh,96004.0,105997.0,DONE,DONE,0.0,
screen,41000,1,_extract_submission_tar_5,reacting_aurax7_v2_public_refresh,96004.0,105997.0,DONE,DONE,0.0,
screen,41001,0,_extract_submission_tar_5,reacting_aurax7_v2_public_refresh,88295.0,98721.0,DONE,DONE,0.0,
screen,41001,1,_extract_submission_tar_5,reacting_aurax7_v2_public_refresh,88295.0,98721.0,DONE,DONE,0.0,
screen,41000,0,_extract_submission_tar_5,reacting_evgen_v226_public_refresh,96052.0,106034.0,DONE,DONE,0.0,
screen,41000,1,_extract_submission_tar_5,reacting_evgen_v226_public_refresh,96052.0,106034.0,DONE,DONE,0.0,
screen,41001,0,_extract_submission_tar_5,reacting_evgen_v226_public_refresh,88345.0,98760.0,DONE,DONE,0.0,
screen,41001,1,_extract_submission_tar_5,reacting_evgen_v226_public_refresh,88345.0,98760.0,DONE,DONE,0.0,
screen,41000,0,_extract_submission_tar_5,reacting_market_smart_public_refresh,96004.0,106004.0,DONE,DONE,0.0,
screen,41000,1,_extract_submission_tar_5,reacting_market_smart_public_refresh,96004.0,106004.0,DONE,DONE,0.0,
screen,41001,0,_extract_submission_tar_5,reacting_market_smart_public_refresh,88295.0,98728.0,DONE,DONE,0.0,
screen,41001,1,_extract_submission_tar_5,reacting_market_smart_public_refresh,88295.0,98728.0,DONE,DONE,0.0,
screen,41000,0,_extract_submission_tar_5,sub-009-moev2,105189.0,134460.0,DONE,DONE,0.0,
screen,41000,1,_extract_submission_tar_5,sub-009-moev2,105189.0,134460.0,DONE,DONE,0.0,
screen,41001,0,_extract_submission_tar_5,sub-009-moev2,98153.0,120300.0,DONE,DONE,0.0,
screen,41001,1,_extract_submission_tar_5,sub-009-moev2,98153.0,120300.0,DONE,DONE,0.0,
screen,41000,0,_extract_submission_tar_6,prvsiyan_frontier,99491.0,105212.0,DONE,DONE,0.0,
screen,41000,1,_extract_submission_tar_6,prvsiyan_frontier,99491.0,105212.0,DONE,DONE,0.0,
screen,41001,0,_extract_submission_tar_6,prvsiyan_frontier,110284.0,119158.0,DONE,DONE,0.0,
screen,41001,1,_extract_submission_tar_6,prvsiyan_frontier,110284.0,119158.0,DONE,DONE,0.0,
screen,41000,0,_extract_submission_tar_6,reacting_aurax7_v2_public_refresh,99421.0,105755.0,DONE,DONE,0.0,
screen,41000,1,_extract_submission_tar_6,reacting_aurax7_v2_public_refresh,99421.0,105755.0,DONE,DONE,0.0,
screen,41001,0,_extract_submission_tar_6,reacting_aurax7_v2_public_refresh,110357.0,119425.0,DONE,DONE,0.0,
screen,41001,1,_extract_submission_tar_6,reacting_aurax7_v2_public_refresh,110357.0,119425.0,DONE,DONE,0.0,
screen,41000,0,_extract_submission_tar_6,reacting_evgen_v226_public_refresh,99432.0,105836.0,DONE,DONE,0.0,
screen,41000,1,_extract_submission_tar_6,reacting_evgen_v226_public_refresh,99432.0,105836.0,DONE,DONE,0.0,
screen,41001,0,_extract_submission_tar_6,reacting_evgen_v226_public_refresh,110371.0,119539.0,DONE,DONE,0.0,
screen,41001,1,_extract_submission_tar_6,reacting_evgen_v226_public_refresh,110371.0,119539.0,DONE,DONE,0.0,
screen,41000,0,_extract_submission_tar_6,reacting_market_smart_public_refresh,99421.0,105762.0,DONE,DONE,0.0,
screen,41000,1,_extract_submission_tar_6,reacting_market_smart_public_refresh,99421.0,105762.0,DONE,DONE,0.0,
screen,41001,0,_extract_submission_tar_6,reacting_market_smart_public_refresh,110357.0,119432.0,DONE,DONE,0.0,
screen,41001,1,_extract_submission_tar_6,reacting_market_smart_public_refresh,110357.0,119432.0,DONE,DONE,0.0,
screen,41000,0,_extract_submission_tar_6,sub-009-moev2,71892.0,102970.0,DONE,DONE,0.0,
screen,41000,1,_extract_submission_tar_6,sub-009-moev2,71892.0,102970.0,DONE,DONE,0.0,
screen,41001,0,_extract_submission_tar_6,sub-009-moev2,92110.0,129441.0,DONE,DONE,0.0,
screen,41001,1,_extract_submission_tar_6,sub-009-moev2,92110.0,129441.0,DONE,DONE,0.0,
screen,41000,0,notebook_baseline,prvsiyan_frontier,101858.0,177104.0,DONE,DONE,0.0,
screen,41000,1,notebook_baseline,prvsiyan_frontier,101858.0,177104.0,DONE,DONE,0.0,
screen,41001,0,notebook_baseline,prvsiyan_frontier,77305.0,156079.0,DONE,DONE,0.0,
screen,41001,1,notebook_baseline,prvsiyan_frontier,73819.0,147891.0,DONE,DONE,0.0,
screen,41000,0,notebook_baseline,reacting_aurax7_v2_public_refresh,101703.0,180448.0,DONE,DONE,0.0,
screen,41000,1,notebook_baseline,reacting_aurax7_v2_public_refresh,101703.0,180448.0,DONE,DONE,0.0,
screen,41001,0,notebook_baseline,reacting_aurax7_v2_public_refresh,46964.0,113827.0,DONE,DONE,0.0,
screen,41001,1,notebook_baseline,reacting_aurax7_v2_public_refresh,43894.0,108014.0,DONE,DONE,0.0,
screen,41000,0,notebook_baseline,reacting_evgen_v226_public_refresh,101886.0,178532.0,DONE,DONE,0.0,
screen,41000,1,notebook_baseline,reacting_evgen_v226_public_refresh,101886.0,178532.0,DONE,DONE,0.0,
screen,41001,0,notebook_baseline,reacting_evgen_v226_public_refresh,46977.0,113877.0,DONE,DONE,0.0,
screen,41001,1,notebook_baseline,reacting_evgen_v226_public_refresh,43926.0,108049.0,DONE,DONE,0.0,
screen,41000,0,notebook_baseline,reacting_market_smart_public_refresh,101703.0,180460.0,DONE,DONE,0.0,
screen,41000,1,notebook_baseline,reacting_market_smart_public_refresh,101703.0,180460.0,DONE,DONE,0.0,
screen,41001,0,notebook_baseline,reacting_market_smart_public_refresh,46964.0,113834.0,DONE,DONE,0.0,
screen,41001,1,notebook_baseline,reacting_market_smart_public_refresh,43894.0,108021.0,DONE,DONE,0.0,
screen,41000,0,notebook_baseline,sub-009-moev2,97523.0,163829.0,DONE,DONE,0.0,
screen,41000,1,notebook_baseline,sub-009-moev2,97523.0,163829.0,DONE,DONE,0.0,
screen,41001,0,notebook_baseline,sub-009-moev2,84974.0,158489.0,DONE,DONE,0.0,
screen,41001,1,notebook_baseline,sub-009-moev2,84177.0,156373.0,DONE,DONE,0.0,
screen,41000,0,rl_001_macro_market,prvsiyan_frontier,80102.0,114679.0,DONE,DONE,0.0,
screen,41000,1,rl_001_macro_market,prvsiyan_frontier,80102.0,114679.0,DONE,DONE,0.0,
screen,41001,0,rl_001_macro_market,prvsiyan_frontier,79281.0,117491.0,DONE,DONE,0.0,
screen,41001,1,rl_001_macro_market,prvsiyan_frontier,82193.0,117966.0,DONE,DONE,0.0,
screen,41000,0,rl_001_macro_market,reacting_aurax7_v2_public_refresh,80292.0,115361.0,DONE,DONE,0.0,
screen,41000,1,rl_001_macro_market,reacting_aurax7_v2_public_refresh,80292.0,115361.0,DONE,DONE,0.0,
screen,41001,0,rl_001_macro_market,reacting_aurax7_v2_public_refresh,79152.0,118223.0,DONE,DONE,0.0,
screen,41001,1,rl_001_macro_market,reacting_aurax7_v2_public_refresh,82292.0,118451.0,DONE,DONE,0.0,
screen,41000,0,rl_001_macro_market,reacting_evgen_v226_public_refresh,80343.0,115390.0,DONE,DONE,0.0,
screen,41000,1,rl_001_macro_market,reacting_evgen_v226_public_refresh,80343.0,115390.0,DONE,DONE,0.0,
screen,41001,0,rl_001_macro_market,reacting_evgen_v226_public_refresh,79434.0,118281.0,DONE,DONE,0.0,
screen,41001,1,rl_001_macro_market,reacting_evgen_v226_public_refresh,82344.0,118484.0,DONE,DONE,0.0,
screen,41000,0,rl_001_macro_market,reacting_market_smart_public_refresh,80292.0,115368.0,DONE,DONE,0.0,
screen,41000,1,rl_001_macro_market,reacting_market_smart_public_refresh,80292.0,115368.0,DONE,DONE,0.0,
screen,41001,0,rl_001_macro_market,reacting_market_smart_public_refresh,79152.0,118230.0,DONE,DONE,0.0,
screen,41001,1,rl_001_macro_market,reacting_market_smart_public_refresh,82292.0,118458.0,DONE,DONE,0.0,
screen,41000,0,rl_001_macro_market,sub-009-moev2,35828.0,152023.0,DONE,DONE,0.0,
screen,41000,1,rl_001_macro_market,sub-009-moev2,35828.0,152023.0,DONE,DONE,0.0,
screen,41001,0,rl_001_macro_market,sub-009-moev2,16080.0,118685.0,DONE,DONE,0.0,
screen,41001,1,rl_001_macro_market,sub-009-moev2,18658.0,115184.0,DONE,DONE,0.0,
screen,41000,0,rl_003_trade_timing,prvsiyan_frontier,74417.0,102521.0,DONE,DONE,0.0,
screen,41000,1,rl_003_trade_timing,prvsiyan_frontier,74417.0,102521.0,DONE,DONE,0.0,
screen,41001,0,rl_003_trade_timing,prvsiyan_frontier,88904.0,111858.0,DONE,DONE,0.0,
screen,41001,1,rl_003_trade_timing,prvsiyan_frontier,88904.0,111858.0,DONE,DONE,0.0,
screen,41000,0,rl_003_trade_timing,reacting_aurax7_v2_public_refresh,74479.0,102863.0,DONE,DONE,0.0,
screen,41000,1,rl_003_trade_timing,reacting_aurax7_v2_public_refresh,74479.0,102863.0,DONE,DONE,0.0,
screen,41001,0,rl_003_trade_timing,reacting_aurax7_v2_public_refresh,88986.0,112235.0,DONE,DONE,0.0,
screen,41001,1,rl_003_trade_timing,reacting_aurax7_v2_public_refresh,88986.0,112235.0,DONE,DONE,0.0,
screen,41000,0,rl_003_trade_timing,reacting_evgen_v226_public_refresh,74569.0,103136.0,DONE,DONE,0.0,
screen,41000,1,rl_003_trade_timing,reacting_evgen_v226_public_refresh,74569.0,103136.0,DONE,DONE,0.0,
screen,41001,0,rl_003_trade_timing,reacting_evgen_v226_public_refresh,89006.0,112297.0,DONE,DONE,0.0,
screen,41001,1,rl_003_trade_timing,reacting_evgen_v226_public_refresh,89006.0,112297.0,DONE,DONE,0.0,
screen,41000,0,rl_003_trade_timing,reacting_market_smart_public_refresh,74479.0,102870.0,DONE,DONE,0.0,
screen,41000,1,rl_003_trade_timing,reacting_market_smart_public_refresh,74479.0,102870.0,DONE,DONE,0.0,
screen,41001,0,rl_003_trade_timing,reacting_market_smart_public_refresh,88986.0,112242.0,DONE,DONE,0.0,
screen,41001,1,rl_003_trade_timing,reacting_market_smart_public_refresh,88986.0,112242.0,DONE,DONE,0.0,
screen,41000,0,rl_003_trade_timing,sub-009-moev2,72649.0,97481.0,DONE,DONE,0.0,
screen,41000,1,rl_003_trade_timing,sub-009-moev2,72649.0,97481.0,DONE,DONE,0.0,
screen,41001,0,rl_003_trade_timing,sub-009-moev2,88413.0,108304.0,DONE,DONE,0.0,
screen,41001,1,rl_003_trade_timing,sub-009-moev2,88413.0,108304.0,DONE,DONE,0.0,
screen,41000,0,rl_004_trade_timing,prvsiyan_frontier,74415.0,102516.0,DONE,DONE,0.0,
screen,41000,1,rl_004_trade_timing,prvsiyan_frontier,74415.0,102516.0,DONE,DONE,0.0,
screen,41001,0,rl_004_trade_timing,prvsiyan_frontier,88908.0,111856.0,DONE,DONE,0.0,
screen,41001,1,rl_004_trade_timing,prvsiyan_frontier,88908.0,111856.0,DONE,DONE,0.0,
screen,41000,0,rl_004_trade_timing,reacting_aurax7_v2_public_refresh,74478.0,102857.0,DONE,DONE,0.0,
screen,41000,1,rl_004_trade_timing,reacting_aurax7_v2_public_refresh,74478.0,102857.0,DONE,DONE,0.0,
screen,41001,0,rl_004_trade_timing,reacting_aurax7_v2_public_refresh,88991.0,112234.0,DONE,DONE,0.0,
screen,41001,1,rl_004_trade_timing,reacting_aurax7_v2_public_refresh,88991.0,112234.0,DONE,DONE,0.0,
screen,41000,0,rl_004_trade_timing,reacting_evgen_v226_public_refresh,74568.0,103130.0,DONE,DONE,0.0,
screen,41000,1,rl_004_trade_timing,reacting_evgen_v226_public_refresh,74568.0,103130.0,DONE,DONE,0.0,
screen,41001,0,rl_004_trade_timing,reacting_evgen_v226_public_refresh,89011.0,112296.0,DONE,DONE,0.0,
screen,41001,1,rl_004_trade_timing,reacting_evgen_v226_public_refresh,89011.0,112296.0,DONE,DONE,0.0,
screen,41000,0,rl_004_trade_timing,reacting_market_smart_public_refresh,74478.0,102864.0,DONE,DONE,0.0,
screen,41000,1,rl_004_trade_timing,reacting_market_smart_public_refresh,74478.0,102864.0,DONE,DONE,0.0,
screen,41001,0,rl_004_trade_timing,reacting_market_smart_public_refresh,88991.0,112241.0,DONE,DONE,0.0,
screen,41001,1,rl_004_trade_timing,reacting_market_smart_public_refresh,88991.0,112241.0,DONE,DONE,0.0,
screen,41000,0,rl_004_trade_timing,sub-009-moev2,72629.0,97492.0,DONE,DONE,0.0,
screen,41000,1,rl_004_trade_timing,sub-009-moev2,72629.0,97492.0,DONE,DONE,0.0,
screen,41001,0,rl_004_trade_timing,sub-009-moev2,88392.0,108327.0,DONE,DONE,0.0,
screen,41001,1,rl_004_trade_timing,sub-009-moev2,88392.0,108327.0,DONE,DONE,0.0,
screen,41000,0,rl_005_multi_opponent,prvsiyan_frontier,74421.0,102494.0,DONE,DONE,0.0,
screen,41000,1,rl_005_multi_opponent,prvsiyan_frontier,74421.0,102494.0,DONE,DONE,0.0,
screen,41001,0,rl_005_multi_opponent,prvsiyan_frontier,88892.0,111849.0,DONE,DONE,0.0,
screen,41001,1,rl_005_multi_opponent,prvsiyan_frontier,88892.0,111849.0,DONE,DONE,0.0,
screen,41000,0,rl_005_multi_opponent,reacting_aurax7_v2_public_refresh,74477.0,102842.0,DONE,DONE,0.0,
screen,41000,1,rl_005_multi_opponent,reacting_aurax7_v2_public_refresh,74477.0,102842.0,DONE,DONE,0.0,
screen,41001,0,rl_005_multi_opponent,reacting_aurax7_v2_public_refresh,88968.0,112234.0,DONE,DONE,0.0,
screen,41001,1,rl_005_multi_opponent,reacting_aurax7_v2_public_refresh,88968.0,112234.0,DONE,DONE,0.0,
screen,41000,0,rl_005_multi_opponent,reacting_evgen_v226_public_refresh,74567.0,103115.0,DONE,DONE,0.0,
screen,41000,1,rl_005_multi_opponent,reacting_evgen_v226_public_refresh,74567.0,103115.0,DONE,DONE,0.0,
screen,41001,0,rl_005_multi_opponent,reacting_evgen_v226_public_refresh,88988.0,112296.0,DONE,DONE,0.0,
screen,41001,1,rl_005_multi_opponent,reacting_evgen_v226_public_refresh,88988.0,112296.0,DONE,DONE,0.0,
screen,41000,0,rl_005_multi_opponent,reacting_market_smart_public_refresh,74477.0,102849.0,DONE,DONE,0.0,
screen,41000,1,rl_005_multi_opponent,reacting_market_smart_public_refresh,74477.0,102849.0,DONE,DONE,0.0,
screen,41001,0,rl_005_multi_opponent,reacting_market_smart_public_refresh,88968.0,112241.0,DONE,DONE,0.0,
screen,41001,1,rl_005_multi_opponent,reacting_market_smart_public_refresh,88968.0,112241.0,DONE,DONE,0.0,
screen,41000,0,rl_005_multi_opponent,sub-009-moev2,72646.0,97460.0,DONE,DONE,0.0,
screen,41000,1,rl_005_multi_opponent,sub-009-moev2,72646.0,97460.0,DONE,DONE,0.0,
screen,41001,0,rl_005_multi_opponent,sub-009-moev2,88410.0,108283.0,DONE,DONE,0.0,
screen,41001,1,rl_005_multi_opponent,sub-009-moev2,88410.0,108283.0,DONE,DONE,0.0,
screen,41000,0,rl_006_bidirectional_timing,prvsiyan_frontier,74486.0,102419.0,DONE,DONE,0.0,
screen,41000,1,rl_006_bidirectional_timing,prvsiyan_frontier,74486.0,102419.0,DONE,DONE,0.0,
screen,41001,0,rl_006_bidirectional_timing,prvsiyan_frontier,88949.0,111773.0,DONE,DONE,0.0,
screen,41001,1,rl_006_bidirectional_timing,prvsiyan_frontier,88949.0,111773.0,DONE,DONE,0.0,
screen,41000,0,rl_006_bidirectional_timing,reacting_aurax7_v2_public_refresh,74542.0,102767.0,DONE,DONE,0.0,
screen,41000,1,rl_006_bidirectional_timing,reacting_aurax7_v2_public_refresh,74542.0,102767.0,DONE,DONE,0.0,
screen,41001,0,rl_006_bidirectional_timing,reacting_aurax7_v2_public_refresh,89025.0,112158.0,DONE,DONE,0.0,
screen,41001,1,rl_006_bidirectional_timing,reacting_aurax7_v2_public_refresh,89025.0,112158.0,DONE,DONE,0.0,
screen,41000,0,rl_006_bidirectional_timing,reacting_evgen_v226_public_refresh,74632.0,103040.0,DONE,DONE,0.0,
screen,41000,1,rl_006_bidirectional_timing,reacting_evgen_v226_public_refresh,74632.0,103040.0,DONE,DONE,0.0,
screen,41001,0,rl_006_bidirectional_timing,reacting_evgen_v226_public_refresh,89045.0,112220.0,DONE,DONE,0.0,
screen,41001,1,rl_006_bidirectional_timing,reacting_evgen_v226_public_refresh,89045.0,112220.0,DONE,DONE,0.0,
screen,41000,0,rl_006_bidirectional_timing,reacting_market_smart_public_refresh,74542.0,102774.0,DONE,DONE,0.0,
screen,41000,1,rl_006_bidirectional_timing,reacting_market_smart_public_refresh,74542.0,102774.0,DONE,DONE,0.0,
screen,41001,0,rl_006_bidirectional_timing,reacting_market_smart_public_refresh,89025.0,112165.0,DONE,DONE,0.0,
screen,41001,1,rl_006_bidirectional_timing,reacting_market_smart_public_refresh,89025.0,112165.0,DONE,DONE,0.0,
screen,41000,0,rl_006_bidirectional_timing,sub-009-moev2,72680.0,97423.0,DONE,DONE,0.0,
screen,41000,1,rl_006_bidirectional_timing,sub-009-moev2,72680.0,97423.0,DONE,DONE,0.0,
screen,41001,0,rl_006_bidirectional_timing,sub-009-moev2,88461.0,108221.0,DONE,DONE,0.0,
screen,41001,1,rl_006_bidirectional_timing,sub-009-moev2,88461.0,108221.0,DONE,DONE,0.0,
screen,41000,0,h1_only,prvsiyan_frontier,74422.0,102745.0,DONE,DONE,0.0,
screen,41000,1,h1_only,prvsiyan_frontier,74422.0,102745.0,DONE,DONE,0.0,
screen,41001,0,h1_only,prvsiyan_frontier,88907.0,111762.0,DONE,DONE,0.0,
screen,41001,1,h1_only,prvsiyan_frontier,88907.0,111762.0,DONE,DONE,0.0,
screen,41000,0,h1_only,reacting_aurax7_v2_public_refresh,74483.0,103067.0,DONE,DONE,0.0,
screen,41000,1,h1_only,reacting_aurax7_v2_public_refresh,74483.0,103067.0,DONE,DONE,0.0,
screen,41001,0,h1_only,reacting_aurax7_v2_public_refresh,88983.0,112147.0,DONE,DONE,0.0,
